Arrival Date,Consignee,Consignee Address,Consignee City,Consignee State/Region,Consignee Postal Code,Consignee Country,Consignee Full Address,Consignee Email 1,Consignee Email 2,Consignee Email 3,Consignee Phone 1,Consignee Phone 2,Consignee Phone 3,Consignee Fax,Consignee Website 1,Consignee Website 2,Consignee Profile,Consignee D-U-N-S®,Consignee Industry,Consignee Revenue,Consignee Employees,Consignee Market Capitalization,Consignee Trade Roles,Consignee SIC Codes,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Trade Roles,Shipper SIC Codes,Shipment Destination,Shipment Destination Region,Quantity,Weight (kg),Value of Goods (USD),Number of Containers,HS Code,Goods Shipped
2015-05-02,Trudeau Corp. (America) Inc.,10440 Woodward Avenue,Woodridge,Illinois,60517,United States,"10440 Woodward Avenue, Woodridge, IL 60517, USA",usorder@trudeaucorp.com,,,+1 630 739 4000,,,+1 630 739 1360,trudeaucorp.com,,https://panjiva.com/Trudeau-Corp-America-Inc/4012994,800197402,Distributors,8826666,37,,Manufacturer,"3795, 5023","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Illinois International Port District, Chicago, Illinois",North Central Region,1293 CTN,4509.0,"",1,3924.10,"PLASTIC BOTTLE
PLASTIC MUG
NO.W.P.M
HS-CODE 392410
.
.
.
.
.
.
.
."
2015-05-02,Zoli Inc.,870 Mitten Road,Burlingame,California,94010,United States,"870 Mitten Road, Burlingame, CA 94010, USA",,,,+1 650 239 9520,,,,zoli-inc.com,,https://panjiva.com/Zoli-Inc/4060385,,,1821411,14,,"",7549,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Oakland, Oakland, California",Pacific Region,50 CTN,450.0,"",1,9617.00,VACUUM FLASK
2015-05-01,Trudeau Corp. 1889 Inc.,1600 Rue Eiffel,Boucherville,Québec,,Canada,"1600 Rue Eiffel, Boucherville, QC J0L, Canada",,,,+1 450 655 7441,,,+1 450 655 1934,trudeaucorp.com,,https://panjiva.com/Trudeau-Corp-1889-Inc/29524186,200120678,Household Durables,15471381,135,,"",5023,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Tacoma, Tacoma, Washington",Pacific Region,100 CTN,400.0,"",1,3924.10.00,"PLASTIC MUG
HS-CODE 39241000
.
.
.
.
.
.
.
.
.
.
."
2015-05-01,Sweda Co. Llc,,,,,,"17411 VALLEY BOULEVARD CITY OF INDUSTRY, CA 91744",,,,+1 626 357 9999,,,+1 626 357 6080,,,https://panjiva.com/Sweda-Co-Llc/1865860,,,121463020,200,,"Manufacturer, Wholesale","5044, 5094","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,560 CTN,2908.0,"",1,3924.10,"PLASTIC MUG
PLASTIC BOTTLE"
2015-05-01,Berney Kapr Inc.,3350 East 26th Street,Vernon,California,90058,United States,"3350 East 26th Street, Vernon, CA 90058, USA",art@ceramic-source.com,,,+1 323 260 7122,,,+1 323 260 7245,ceramic-source.com,,https://panjiva.com/Berney-Kapr-Inc/1839311,,Household Durables,8267238,74,,"",3269,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,1380 CTN,5751.0,"",1,3924.10,PLASTIC MUG
2015-05-01,Tabletops Unlimited Inc.,23000 Avalon Boulevard,Carson,California,90745,United States,"23000 Avalon Boulevard, Carson, CA 90745, USA",tabletops@tabletopsunltd.com,,,+1 310 549 6000,,,+1 310 549 8500,tabletopsunltd.com,,https://panjiva.com/Tabletops-Unlimited-Inc/4417192,106846579,Household Durables,39757656,100,,Logistics,"2392, 5023","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,3334 CTN,8002.0,"",1,3924.10,"TABLEWARE AND KITCHENWARE OF PLASTICS
KITCHENWARE"
2015-04-30,Steel Technology Llc,561 Northwest York Drive,Bend,Oregon,97701,United States,"561 Northwest York Drive, Bend, OR 97701, USA",,,,+1 888 584 9376,,,,,,https://panjiva.com/Steel-Technology-Llc/35109161,046120994,Semiconductors and Semiconductor Equipment,901013,4,,"","3221, 3429","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Tacoma, Tacoma, Washington",Pacific Region,286 CTN,3718.0,"",1,"",PLASTIC LID
2015-04-30,The Stratebrand Group,250 Chrysler Drive,Brampton,Ontario,,Canada,"250 Chrysler Drive, Brampton, ON L6S, Canada",,,,+1 905 789 0256,,,,,,https://panjiva.com/The-Stratebrand-Group/4942506,,,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Tacoma, Tacoma, Washington",Pacific Region,1261 CTN,3281.0,"",1,9617.00,"PLASTIC BOTTLE,VACUUM FLASK"
2015-04-28,Spello Group Llc,18870 72nd Avenue South,Kent,Washington,98032,United States,"18870 72nd Avenue South, Kent, WA 98032, USA",,,,,,,,,,https://panjiva.com/Spello-Group-Llc/32592531,,,,,,"",7389,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Seattle, Seattle, Washington",Pacific Region,460 CTN,4550.0,"",1,7323.93,"STAINLESS STEEL BOTTLE
.
.
.
.
.
.
.
.
."
2015-04-27,Ollydog Inc.,20816 Northeast 141st Street,Woodinville,Washington,98077,United States,"20816 Northeast 141st Street, Woodinville, WA 98077, USA",,,,+1 510 540 7192,,,,,,https://panjiva.com/Ollydog-Inc/18773722,,,750000,2,,Manufacturer,"3199, 5199, 7948","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,590 CTN,2950.0,"",1,3923.30,PLASTIC BOTTLE
2015-04-26,Leed's World Inc.,400 Hunt Valley Road,New Kensington,Pennsylvania,15068,United States,"400 Hunt Valley Road, New Kensington, PA 15068, USA",,,,+1 724 334 9000,,,+1 724 334 0342,promosphere.com,,https://panjiva.com/Leed-s-World-Inc/2034286,809596765,Trading Companies and Distributors,221893053,32,,"","2394, 3161, 3172, 5111, 5112, 5199","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Pittsburgh Commission, Pittsburgh, Pennsylvania",Northeast Region,84 CTN,865.0,"",1,9617.00,VACUUM FLASK
2015-04-23,Sweda Co. Llc,,,,,,"17411 VALLEY BOULEVARD CITY OF INDUSTRY, CA 91744",,,,+1 626 357 9999,,,+1 626 357 6080,,,https://panjiva.com/Sweda-Co-Llc/1865860,,,121463020,200,,"Manufacturer, Wholesale","5044, 5094","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,360 CTN,2820.0,"",1,3924.10,"PLASTIC FOOD CONTAINER
PLASTIC MUG"
2015-04-23,Cook Pro,1885 Iowa Avenue,Riverside,California,92507,United States,"1885 Iowa Avenue, Riverside, CA 92507, USA",,,,+1 951 686 8282,,,,,,https://panjiva.com/Cook-Pro/5354112,,,880895,5,,"",5064,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,96 CTN,805.0,"",1,3923.30,"PLASTIC BOTTLE PO#2698 THIS SHIPMENT
CONTAINS NO WOOD PACKAGING MATERIALS.
."
2015-04-22,Berney Karp Inc. 3350 East 26 Th,East Vernon Avenue,Los Angeles,California,90058,United States,"East Vernon Avenue, Los Angeles, CA 90058, USA",,,,+1 323 260 7122,+1 323 260 7052,+1 323 760 7122,,,,https://panjiva.com/Berney-Karp-Inc-3350-East-26-Th/2351658,,Household Durables,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,1378 PCS,5512.0,"",1,3924.10,PLASTIC MUG SC#55370 AMS COLLECT
2015-04-21,Gateway Trade Funding Co.2,75 Dufflaw Road,Toronto,Ontario,M6A 2W4,Canada,"Access Apartments, 75 Dufflaw Road, North York, ON M6A 2W4, Canada",,,,,,,,,,https://panjiva.com/Gateway-Trade-Funding-Co-2/35255893,,,,,,"Trading Company, Wholesale","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Tacoma, Tacoma, Washington",Pacific Region,1200 CTN,3000.0,"",1,3924.10,TRITAN BOTTLE
2015-04-20,Berney Karp Inc. 3350 East 26 Th,East Vernon Avenue,Los Angeles,California,90058,United States,"East Vernon Avenue, Los Angeles, CA 90058, USA",,,,+1 323 260 7122,+1 323 260 7052,+1 323 760 7122,,,,https://panjiva.com/Berney-Karp-Inc-3350-East-26-Th/2351658,,Household Durables,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,1369 PCS,5526.0,"",1,3924.10,PLASTIC MUG PLASTICS FITTINGS AMS COLLECT
2015-04-17,Rectorseal,2601 Spenwick Drive,Houston,Texas,77055,United States,"2601 Spenwick Drive, Houston, TX 77055, USA",,,,+1 713 263 8001,,,+1 713 263 7577,rectorseal.com,,https://panjiva.com/Rectorseal/10937073,079892463,Chemicals,31029684,60,,"","2891, 2992","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,800 CTN,1818.0,"",1,"",PLASTIC PARTS
2015-04-14,Gateway Trade Funding Co.2,75 Dufflaw Road,Toronto,Ontario,M6A 2W4,Canada,"Access Apartments, 75 Dufflaw Road, North York, ON M6A 2W4, Canada",,,,,,,,,,https://panjiva.com/Gateway-Trade-Funding-Co-2/35255893,,,,,,"Trading Company, Wholesale","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Tacoma, Tacoma, Washington",Pacific Region,5499 CTN,9214.0,"",1,9617.00,"TRITAN BOTTLE, STAINLESS STEEL
BOTTLE,STAINLESS STEEL VACUUM INSULATED FOOD
JAR(40HC IS SUBSTATION OF 40GP)"
2015-04-12,Rectorseal,2601 Spenwick Drive,Houston,Texas,77055,United States,"2601 Spenwick Drive, Houston, TX 77055, USA",,,,+1 713 263 8001,,,+1 713 263 7577,rectorseal.com,,https://panjiva.com/Rectorseal/10937073,079892463,Chemicals,31029684,60,,"","2891, 2992","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Hidalgo, Texas",Southwest Region,1310 CTN,2943.0,12400.0,1,3903.30,"2 TOMKAP PVC 24PK 3 TOMKAP ABS 12PK 4 TOMKAP
ABS 12PK 4 TOMKAP PVC 24PK 3 TOMKAP PVC 24PK
3 TOMKAP ABS 12PK 4 TOMKAP ABS 12PK METAL SHE
ET"
2015-04-04,Steel Technology Llc,561 Northwest York Drive,Bend,Oregon,97701,United States,"561 Northwest York Drive, Bend, OR 97701, USA",,,,+1 888 584 9376,,,,,,https://panjiva.com/Steel-Technology-Llc/35109161,046120994,Semiconductors and Semiconductor Equipment,901013,4,,"","3221, 3429","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Tacoma, Tacoma, Washington",Pacific Region,1046 CTN,10870.0,"",1,"",PLASTIC LID
2015-04-03,Ets Express Inc.,420 Lombard Street,Oxnard,California,93030,United States,"420 Lombard Street, Oxnard, CA 93030, USA",info@etsexpress.com,,,+1 805 278 7771,,,,etsexpress.com,,https://panjiva.com/Ets-Express-Inc/1981160,105790948,,14110476,35,,Logistics,"3231, 3479","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,1165 CTN,5476.0,"",1,3923.30,PLASTIC BOTTLE
2015-04-03,Brunton Outdoor Inc.,7088 Winchester Circle,Boulder,Colorado,80301,United States,"7088 Winchester Circle, Boulder, CO 80301, USA",,,,+1 303 996 3737,,,,,,https://panjiva.com/Brunton-Outdoor-Inc/10891591,038772139,,1930838,65,,"",5049,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","El Paso, Texas",Southwest Region,402 CTN,643.0,"",1,7612.90.90,"ALUMINIUM BOTTLE ,HS CODE76129090"
2015-04-03,Sweda Co. Llc,,,,,,"17411 VALLEY BOULEVARD CITY OF INDUSTRY, CA 91744",,,,+1 626 357 9999,,,+1 626 357 6080,,,https://panjiva.com/Sweda-Co-Llc/1865860,,,121463020,200,,"Manufacturer, Wholesale","5044, 5094","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,360 CTN,4140.0,"",1,7010.90,GLASS BOTTLE
2015-04-01,Gold Bond,5485 Hixson Pike,Hixson,Tennessee,37343,United States,"5485 Hixson Pike, Hixson, TN 37343, USA",art@goldbondinc.com,,,+1 423 842 5844,,,+1 423 842 7934,goldbondinc.com,,https://panjiva.com/Gold-Bond/1991023,043109222,Media,56353931,250,,"",3993,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Service Port-Atlanta, Atlanta, Georgia",Southeast Region,250 PKG,1175.0,"",1,3923.10,PLASTIC FOOD CONTAINER
2015-03-30,Sweda Co. Llc,,,,,,"17411 VALLEY BOULEVARD CITY OF INDUSTRY, CA 91744",,,,+1 626 357 9999,,,+1 626 357 6080,,,https://panjiva.com/Sweda-Co-Llc/1865860,,,121463020,200,,"Manufacturer, Wholesale","5044, 5094","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,280 CTN,1672.0,"",1,3923.30,"PLASTIC BOTTLE
PLASTIC FOOD CONTAINER"
2015-03-24,Rectorseal,2601 Spenwick Drive,Houston,Texas,77055,United States,"2601 Spenwick Drive, Houston, TX 77055, USA",,,,+1 713 263 8001,,,+1 713 263 7577,rectorseal.com,,https://panjiva.com/Rectorseal/10937073,079892463,Chemicals,31029684,60,,"","2891, 2992","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Houston, Houston, Texas",Southwest Region,412 CTN,5404.0,"",1,"","MIGHTY BRACKET,CLEAN CHECK NEW DESIGN FLAPPER"
2015-03-24,Kids Konserve,437 Redwood Avenue,Corte Madera,California,94925,United States,"437 Redwood Avenue, Corte Madera, CA 94925, USA",,,,+1 415 310 8780,,,,,,https://panjiva.com/Kids-Konserve/2358758,,,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Hidalgo, Texas",Southwest Region,82 CTN,626.0,"",1,4202.92,BACKPACK (USE LOADING GOODS)
2015-03-24,Ghedi International Inc.,,,,,,8002 BURLESON RD AUSTEN TX 78760 USA,temichelew@ghedi.com,richardn@ghedi.com,michelew@ghedi.com,+1 281 987 3394,,,,ghedi.com,,https://panjiva.com/Ghedi-International-Inc/1940587,107079428,,1600000,30,,Logistics,4731,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Hidalgo, Texas",Southwest Region,147 CTN,1495.0,"",1,7010.90,THERMO FOOD JAR
2015-03-23,Tabletops Unlimited Inc.,23000 Avalon Boulevard,Carson,California,90745,United States,"23000 Avalon Boulevard, Carson, CA 90745, USA",tabletops@tabletopsunltd.com,,,+1 310 549 6000,,,+1 310 549 8500,tabletopsunltd.com,,https://panjiva.com/Tabletops-Unlimited-Inc/4417192,106846579,Household Durables,39757656,100,,Logistics,"2392, 5023","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,434 CTN,1102.0,"",1,"",KITCHENWARE
2015-03-23,Tabletops Unlimited Inc.,23000 Avalon Boulevard,Carson,California,90745,United States,"23000 Avalon Boulevard, Carson, CA 90745, USA",tabletops@tabletopsunltd.com,,,+1 310 549 6000,,,+1 310 549 8500,tabletopsunltd.com,,https://panjiva.com/Tabletops-Unlimited-Inc/4417192,106846579,Household Durables,39757656,100,,Logistics,"2392, 5023","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,4561 CTN,12856.0,"",2,; ,"TABLE  KITCHEN   OTH HOUSEHOLD ART   PTS  ALU
KITCHENWARE; TABLE  KITCHEN   OTH HOUSEHOLD ART   PTS  ALU
KITCHENWARE"
2015-03-19,Gibson Overseas Inc. 2410 Yates,,Commerce,California,90040,United States,"Commerce, CA 90040, USA",sandyj@gibsonusa.com,,,+1 323 832 8900,+1 323 721 5280,+1 323 832 0900,,gibsonusa.com,,https://panjiva.com/Gibson-Overseas-Inc-2410-Yates/29512266,,,,,,"","","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,834 CTN,3485.0,"",1,3924.10,"STC 834 CARTON(S) PLASTIC MUGSTAINLESS ST
MUGTHIS SHIPMENT CONTAINS NO SOLIDWOOD PA
ING MATERIAL"
2015-03-16,Berney Kapr Inc.,3350 East 26th Street,Vernon,California,90058,United States,"3350 East 26th Street, Vernon, CA 90058, USA",art@ceramic-source.com,,,+1 323 260 7122,,,+1 323 260 7245,ceramic-source.com,,https://panjiva.com/Berney-Kapr-Inc/1839311,,Household Durables,8267238,74,,"",3269,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,1793 CTN,6618.0,"",1,3923.30,"PLASTIC BOTTLE
PONUM36832"
2015-03-14,Warehousing And Fulfillment,,Nashville,Tennessee,37209,United States,"Nashville, TN 37209, USA",,,,+1 615 254 2420,,,,,,https://panjiva.com/Warehousing-And-Fulfillment/29686006,605794890,,3039329,14,,Manufacturer,4225,"Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Baltimore, Maryland",Northeast Region,222 CTN,988.0,"",1,3923.30,"PLASTIC BOTTLE AMS NO WECDSHAWD035440
.
."
